object_in_context,name 1,name 2,role 2,who knows dates,note_provenance,name_2,role_2,date_text,subject_temporal,subject_topical,subject_topical 3,subject_topical 2,subject_topical4,subject_geographic,subject_geographical,subject_name,subject_name 2,subject_name 3,subject_name 4,title,related_title,project_title,abstract,local_identifier 1,local_identifier 2,rights,item_type,note_public,oai_identifier,related_note,related_identifier,record_source
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/596,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934., 	Adelphoi Zangaki (Firm),photographer,Old Kingdom - Dynasty IV,Old Kingdom - Dynasty IV, 	Tombs--Egypt, 	Great Pyramid (Egypt),,,Jīzah (Egypt),,"Cheops, King of Egypt",,,,Khufu (Cheops) Pyramid,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`Zangaki N. 411 Pyramide de Guizeh`. Camels line up for the camera while their masters wait for riders.  Tourists will pose on these camels for a traditional photograph with the pyramids and Great Sphinx,egypt012,A1: 121 C136 8P,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_596,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/800,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,Modern Period (ca. 1900),Modern Period (ca. 1900),Boats and boating--Egypt,,,,,,,,,,Felukas on the Nile,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Felukas on the Nile,egypt219,Au-786,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_800,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/789,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Lichtenstern & Harari,photographer,Modern Period,Modern Period,Camels--Egypt,,,,,,,,,,Cameleers at Rest,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`15124 P.Z.- HALTE DE CHAMELIERS DANS LE DÉSERT`.,egypt208,A1: 157 A658,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_789,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/616,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology in 1997,"Beato, Antonio, -1903?",photographer,New Kingdom - Dynasty XX,New Kingdom - Dynasty XX,Temples--Egypt,"Relief (Sculpture), Egyptiian",,, 	Medinet Habu Site (Egypt),," 	Temple of Ramses III (Medinet Habu Site, Egypt)",,,,"Pharaoh Smites an Enemy, Temple of Rameses III","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"`A. Beato` [backwards in print] and `1045 Medinet-Habu Les prisonniers de Ramses` [in pencil on back]. On a doorway King Rameses III advertises his military prowess as he subdues his enemy.  He grasps him by the topknot, holds a long, shafted spear posed to strike a blow, and tramples him with his foot.  Cartouches with the pharaoh's prenomen (Usermaatra-meryamen) and nomen (Rameses III) are before his face.",egypt032,1997.5.7,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_616,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/648,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1996,Donated by the Friends of Egyptology in 1996,"Sébah, Pascal, 1823-1886",photographer,New Kingdom - Dynasty XIX,New Kingdom - Dynasty XIX, 	Tombs--Egypt,,,,Medinet Habu Site (Egypt),," 	Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Mortuary Temple of Rameses II,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"`949 Abu Simbel. Statues ramesses II. (Nubie 949)` and `J.P. Sebah`. The Great Temple, dedicated to the sun gods Amen-Re of Thebes and falcon-headed Re-Harakhte of Heliopolis, was created to celebrate the thirtieth year of the pharaoh's reign.  Rameses reigned for thirty-six more years, from 1304-1237 B.C., enabling him to erect numerous monuments and usurp many others.  The great pharaoh sits for eternity before his temple.  In the distance is a feluka, a typical sailboat which has mostly remained unchanged since pharaonic times.",egypt064,1996.10.27,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_648,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/811,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,Late Period,Late Period, 	Stele (Archaeology), 	Ushabti--Egypt,,,,,Gizeh Museum,Osiris (Egyptian deity),,,Exhibit of Stelae and Statuettes of God Osiris,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Exhibit of Stelae and Statuettes of God Osiris,egypt230,A1: 161 521 C3.1,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_811,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/639,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Lictenstern and Harari,photographer,Modern Period,Modern Period, ,,,,Aswān (Egypt),Nile River,,,,,First Cataract,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"`Assouan. Première Cataracte Lichtenstern et Harari, Cairo.`. The foaming rapids of the Cataract swirl around a few fearless youngsters.  From the Cataract Hotel in Assuan travellers could take a riverside route by boat, or make their way by rail to see the churning waters tumbling over shimmering, dark granite rocks, one of the natural wonders of the Nile.",egypt055,A1: 161 A849 1A,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_639,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/588,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.," 	Brugsch-Bey, Emil, 1842-",photographer,Middle Kingdom - Dynasty XII,Middle Kingdom - Dynasty XII,Jewelry--Egypt,,,,Dahshûr (Egypt),,"Morgan, J. de (Jacques), 1857-1924",,,Princess Khnumet,Jewelry of Princess Khnumet from Dashur,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Beginning in the mid-Nineteenth Century, Egyptologists such as Mariette, Brugsch, Petrie, Theodor Davis and others made important finds of precious jewelry.  In 1895 Jacques de Morgan found the exquisite treasure of Princess Khnumet at Dashur.  Among the jewelry pieces were two gold diadems.  One circlet (left) is composed of rosettes and lyre-shaped pieces, with eight uprights, that are inlaid in lapis lazuli, red jasper and green feldspar.  Another delicate diadem (right) is interlaced in finely made wires of gold interspersed with tiny star-shaped flowers caught together by six Maltese cross forms.  An aigrette as a spray of golden leaves (center) was also found.  Such ornaments were too fragile to actually wear and were fashioned for the burial.  Emile Brugsch recorded the treasure in his studio at the Gizeh Museum.",egypt004,A1: 521 12th dyn. 7,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_588,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/752,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,New Kingdom,New Kingdom,Temples--Egypt, 	Sekhmet (Egyptian deity),Statues--Egypt,,Karnak (Egypt),,"Temple of Mut (Karnak, Egypt)",,,,"Statue of Sekhmet, Temple of Mut","Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"Statue of Sekhmet, Temple of Mut",egypt171,Au-796,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_752,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/782,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,Modern Period,Modern Period,Muslim pilgrims and pilgrimages ,,,,Cairo (Egypt),,,,,,Holy Carpet Parade of Mecca Pilgrims,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`Caire Fête arabe`.,egypt201,A1: 161 C136 8F,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_782,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/666,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.," 	Brugsch-Bey, Emil, 1842-",photographer,Third Intermediate Period - Dynasty XXI,Third Intermediate Period - Dynasty XXI,Sarcophagi--Egypt,,,,,,Queen Ma'at-kere,,,,Coffin of Queen Ma'at-kere,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"The upper section of gilded and painted inner coffin shows the queen, wife of high priest and ""king' Paynozem I (Pinudjem I), wearing a large, elaborate feathered headdress that frames a face of noble expression.  Her hands are crossed over a wesekh-collar on her chest, and the nicely modeled left hand holds a folded cloth.  The coffin containing the queen's mummy, along with that of a pet baboon found lying against her shoulder, was  among the cache of royal mummies discovered in 1881.  The mummies were transported first to the Boulaq Museum and later to the Egyptian Museum in Cairo.",egypt082,A1: 521 19th dyn. C3.9,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_666,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/754,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown,photographer,New Kingdom - Dynasty XX,New Kingdom - Dynasty XX,Temples--Egypt, 	Sekhmet (Egyptian deity),,,Karnak (Egypt),,"Temple of Mut (Karnak, Egypt)",,,,Temple of Mut Precinct,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,Temple of Mut Precinct,egypt173,Au-799,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_754,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/644,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1996,Donated by the Friends of Egyptology in 1996,"Sébah, Pascal, 1823-1886",photographer,Ptolemaic-Roman Periods,Ptolemaic-Roman Periods,Temples--Egypt,,,Aswan (Egypt),,," 	Temple of Isis (Aswan, Egypt)",,,,Pylons at Temple of Isis,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`No. 105. Temple de Debod. Nubie P. Sebah Phot.`.,egypt060,1996.10.28,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_644,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/595,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Unknown Photographer,photographer,Old Kingdom - Dynasty IV,Old Kingdom - Dynasty IV,Great Pyramid (Egypt),,,,Jīzah (Egypt),,,,,,Trackway to the Great Pyramid of Khufu (Cheops),"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`Caire. Pyramide de Guizeh`.,egypt011,A1: 161 C136 9P,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_595,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/590,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Friends of Egyptology,,1997,Donated by the Friends of Egyptology,Unknown Photographer,photographer,Modern Period (?),Modern Period (?),Dragomen--Egypt,,,,,,"Topous, K. M.",,,,The Guide K.M. Topous,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"`K.M. Topous Speaks several languages c/o address P.O. Box. No. 9 Cairo`. The dragoman, Topous, cuts a dramatic figure in one of his elaborately embroidered and bejeweled costumes, composed of various dress elements of Turkish origin.  Such splendid finery and his ability to speak several languages no doubt attracted many travellers to engage his services.",egypt006,1997.5.3,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_590,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/794,"Frank H. McClung Museum (Knoxville, Tenn) | host institution",Mr. and Mrs. Louis Bailey Audigier,donor,,Donated by Mr. and Mrs. Louis Bailey Audigier in 1934.,Peridis,photographer,Modern Period,Modern Period, ,,,,Aswan Dam (Egypt),,,,,,Assuan Barrage and Cataract,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,`RESERVOIR DU ASSUAN N 1102 PERIDIS`.,egypt213,A1: 161 A849 1A,"Digital Image Copyright (c) 2010. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_794,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
http://kiva.lib.utk.edu/egypt/items/show/677,"Frank H. McClung Museum (Knoxville, Tenn) | host institution","Young, Marcia S.",donor,,Donated by Marcia S. Young in 1992.,Edition Photoglob,photographer,Modern Period,Modern Period,Hotels--Egypt--Luxor,,,,Luxor (Egypt),,"Luxor Hotel (Luxor, Egypt)",,,,The Luxor Hotel,"Scholars, Scoundrels, and the Sphinx : A Photographic and Archaeological Adventure up the Nile ; Evans, Elaine Altman, and Frank H. McClung Museum (Knoxville Tenn.) ; Knoxville, TN: McClung Museum ; 2000",Early Images of Egypt,"`EDIT. PHOTOGLOB 5493. Luxor-Hotel`. The Luxor Hotel, some four hundred and fifty miles south of Cairo, was located in a spacious park surrounded by greenery and ancient Egyptian statues that stood at either side of the garden.  Extensive excavations were carried out on both sides of the Nile affording the most recent information about new discoveries to visitors as they chatted on the terrace.",egypt093,22/655,"Digital Image Copyright (c) 2003. Frank H. McClung Museum, The University of Tennessee. Permission granted for reproduction (print, photocopies, download) for use in research and teaching, provided proper attribution of source is made in all copies. Form of attribution to use: [description of item], SCHOLARS, SCOUNDRELS, AND THE SPHINX: A Photographic and Archaeological Adventure Up the Nile, presented courtesy of Frank H. McClung Museum, The University of Tennessee. For all other uses contact: Curator, Frank H. McClung Museum, The University of Tennessee, 1327 Circle Park Drive, Knoxville, TN 37996-3200. Phone number for inquiries: 865-974-2144. Museum Web Site URL: http://mcclungmuseum.utk.edu/",still image,,egy_677,This title is the published exhibition catalog for the original exhibition the digital images were included in.,9912798960102311,"University of Tennessee, Knoxville. Libraries"
,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,
